Lead ID,jobtitle,LS Title,LS Company,LS Lead Job Functions,LS Company Industry,LS Lead Department
372,教務課 情報研究係,Unknown,Unknown,,Financial Services,
373,コンサルタント,"Group Manager, Data Science & Data Governance Group, CX Consulting Department",野村総合研究所,,Commercial & Professional Services,R&D
374,会社員,設備技術者,NTT Ltd.,,Software & Internet,
375,本部長,"Senior Director, Digital Healthcare Division","hitachi, ltd.",Digital Technology; Healthcare; Change Management; Business Strategy; Software Development; Network Management; Corporate Development,Computers & Electronics,
376,プランナー,コミュニケーションディレクター,ADK (WPP Company),,Business Services,
377,一般社員,regular position,SoftBank Group Corp.,,Financial Services,
378,本部長,R&D,"hitachi, ltd.",,Computers & Electronics,R&D
379,主査,Vice President,toshiba corporation,President; Systems Management; The Board; Technology & Innovation; Accounting; IT Process Management; Product; Microelectronics; Sales Management; Middleware; Graphics; Audit; Software Development; Project Management; Quality Assurance; Quality Control; Electrical Engineering,Computers & Electronics,
380,ITアーキテクト,一般,Sony Group Corporation,,Telecommunications,
381,常務執行役員 ソーシャルインパクト・パートナーシップ事業部長,"Managing Executive Director, General Manager of Social Impact Partnership Business Dept.","Mitsubishi UFJ Research & Consulting Co.,Ltd.",Social Media; Partnerships; General Manager; Team Management; Biotechnology; Customer Service; Backup and Recovery; Network Management; Systems Architecture & Development; Information Security; IT Process Management; Process Improvement; Vendor Management; Machine Learning; eHealth; Risk Management; Corporate Development; Delivery Management; Payables Management; Project Delivery; Closed Circuit Television; Change Management; Biostatistics; Business Process Management; Business Intelligence; Urban Planning; Technology & Innovation; Data Management; Banking; Big Data; Security Management; Mobile; Development Lifecycle; IT Strategy; Storage; Surveillance; Project Management; Healthcare; IT Management; Operations Management,Financial Services,Management
382,管理職,管理職,"all nippon airways co., ltd.",,"Travel, Recreation, and Leisure",
383,リーダ,Leader of Product Design Team,Makino,Design; Product Design; Product; Creative Services; Industrial Design; Reporting,Manufacturing,Product Management
384,サービス運用者,Senior Manager,,Software Development; Infrastructure Management; SMB Marketing,,
385,事業部長,Sales manager,Nagase,Sales Management,Computers & Electronics,Sales
386,経営者,director,,,,
387,課長,Cloud Architect,NTT West,Cloud Computing; Civil Engineering; Development & Architecture; Cloud Engineering,Telecommunications,R&D
388,ネットワークエンジニア,Chief Technology Officer,Shaner Insurance Group,Technology & Innovation; IT Management; Team Management; Business Strategy; Payment Solutions; Customer Service; Mergers; Customer Satisfaction; IT Support; Machine Learning; IT Infrastructure; Learning; President; Software Development; Customer Support; Infrastructure Security; Infrastructure Management; Performance Management; Business Intelligence; Financial Analysis; Integration Management; Security Management; Project Management; Customer Experience; Billing; Business Performance; Financial Planning,Financial Services,R&D
389,ソフトウェアエンジニア,ソフトウェアエンジニア,"Brother Industries, Ltd.",,Computers & Electronics,
390,部長,Senior Director,astellas pharma inc.,,"Healthcare, Pharmaceuticals, & Biotech",Management
391,課長,"Manager, Digital Value Co-Creation",Asahi Kasei,Digital Technology; Corporate Finance; Mergers and Acquisitions; Equities; Investments; Network Management; Social Media; Digital Media; Digital Marketing; Investment Management; Startup; Venture Capital,Manufacturing,
392,ネットワークアドミニストレータ,Network Administrator,ROTA YOKOGAWA GmbH & Co. KG Regeltechnik,Network Management; Integration Management; Technology & Innovation; Network Security; DNS; Information Security; Security Management; Troubleshooting; Quality Assurance,,Information Technology
393,課長,Manager,Mitsubishi Corporation,,Business Services,
394,品質保証・品質管理,品質保証・品質管理,"Kagome Co., Ltd.",,Manufacturing,
395,勤務,Salesperson,,Technology & Innovation; Information Technology and Services,,Sales
396,部長,"Manager, Department",Hitachi,,Computers & Electronics,
397,経理職,Financial Planning and Analysis,kubota corporation,Financial Planning,Manufacturing,Finance
398,主任技師,Senior Director,Hitachi,,Computers & Electronics,
399,情報システム,Specialist in strategic business alliance,Toshiba,Business Partnering,Computers & Electronics,Operations
400,エンジニア,ITエンジニア,"Recruit Co.,Ltd.",,Software & Internet,
401,担当者,System Engineer,Sony,Systems Management; Engineering; Software Development; Systems Architecture & Development; Regulatory Affairs; Research,Computers & Electronics,Information Technology
402,担当部長,Engineering Manager,Hitachi,Engineering,Computers & Electronics,R&D
403,部長,manager,fujitsu limited,,Computers & Electronics,
404,室長,"Business Strategy Office, Office Manager",Rakuten,Business Strategy; Office Management; Marketing Strategy; Business Partnering; Segmentation; Business Marketing; Product Marketing; Product; Partnerships; Digital Marketing; Vendor Management; Lead Management; Market Strategy; Retail; Lead Generation; Digital Technology; Life Cycle Management; Partner; Product Design; Competitive Intelligence; SaaS; Market Development; Product Development; Program Management; Channel Marketing; Multi-Channel Sales; Go to Market Strategy; Online Marketing; Product Engineering; Demand Generation; Multi-Channel Marketing,Retail,Business Development
405,取締役上席執行役員企画・財務本部長,"Director, Outside","Yamaha Motor Co., Ltd.",,Manufacturing,
406,担当部長,"General Manager, Sales And Marketing","Kobelco Metal Powder of America, Inc.",General Manager,Agriculture & Mining,Sales
407,課長代理,Manager,"Hitachi Solutions, Ltd.",,Business Services,
408,プロジェクトマネージャー,Research Manager,Kuraray - EVAL,Research,Manufacturing,R&D
409,センター長,取締役,"Densan Co., Ltd.",Business Strategy; Network Engineering; Strategy Development; Network Management; Security Engineering; Network Security; Information Security; Security Management; IT Infrastructure; Design; Application Development; Engineering; Software Development; Visual Basic; Project Management; Infrastructure Management; Infrastructure Engineering,Software & Internet,
410,主幹,Director,株式会社マクニカ,,Capital Goods,
411,部長代理,Senior Engineer,"Hitachi, Ltd.",Engineering; Software Development,Energy & Utilities,R&D
412,担当,Network Engineer,"Hitachi Solutions, Ltd.",Engineering; Network Engineering; Software Development; Network Management; Network Security; Security Management,Software & Internet,Information Technology
413,室長,Manager,Mitsui,Software Development; Corporate Development,Manufacturing,
414,課長,特殊鋼貿易部,Kanematsu Ventures Inc,Marketing Strategy; Business Strategy; Marketing Research; Business Marketing; Competitive Intelligence; Product Marketing; Market Development; Product; Sales Management; Research; Mobile; Corporate Development; Product Development; Software Development; Mobile Device,Business Services,
415,アシスタントマネージャー,一般,Fixer Inc.,,Software & Internet,
416,社員,"Administration, Accounting",NTT,Accounting; Systems Management; Engineering; Software Development,Software & Internet,Finance
417,エンジニア,"Expert, Engineering",Macnicar,Engineering,Computers & Electronics,R&D
418,マネージャー,Account Manager,How to Manage Mobility Sanely and Securely: Beyond BYOD Roundtable Event Series,Customer Success; Account Management; Medicine; Network Management; Imaging; Health Information Management; Data Management; Healthcare,Computers & Electronics,Sales
419,その他,Director Of Product Development,リクルートダイレクトスカウト[Recruit Direct Scout]株式会社リクルート,Product Development; Software Development; Product; IT Management,Computers & Electronics,Product Management
420,営業,Regional Relationship Manager,Ricoh Europe,Relationship Management,Software & Internet,
421,営業支援,"Senior Director, Digital Operation, Digital Communication",Astellas Pharma,Digital Communications; Digital Technology; Digital Media; Communications; Digital Marketing; Digital Operations; IT Operations,"Healthcare, Pharmaceuticals, & Biotech",Marketing
422,管理職(課長以下),Senior Specialist,Ricoh,,Computers & Electronics,
423,アナリスト,Unknown,Unknown,,Financial Services,
424,技術マーケティング,"Manager, Product Engineering Dept.",SUMCO,Engineering; Product; Product Engineering; Technology & Innovation,Computers & Electronics,Product Management
425,営業,Marketing at Cato products,"Macnica Cytech (Thailand) Co.,Ltd.",Product; LAN WAN; Customer Service; Public Relations; Social Media; Network Management; Network Security; Product Marketing; Information Security; Digital Marketing; Marketing Analytics; Cloud Infrastructure; Machine Learning; Recruitment; Learning; Cloud Computing; Digital Technology; Account Management; Web Analytics; Advertising; Customer Success; Communications; Security Management; Mobile; Solutions Selling; Storage; IT Consulting; Customer Experience; SEM; SEO; Mobile Device; Web Services; Startup,Computers & Electronics,Marketing
426,システムエンジニア,Technical Specialist,"hitachi, ltd.",Software Development; Communications,Computers & Electronics,
427,専門職・技術職,Product Manager,Rakuten,Product; Open Source; A/B Testing; Network Management; Data Warehouse; User Experience; Product Marketing; Budget Management; Partnerships; Quality Management; Talent Management; Research; Machine Learning; Design; Application Development; Software Development; Brand Management; UX/UI; Life Cycle Management; Agile; Product Requirements Management; Business Intelligence; Conversion Rate Optimization; Business Analytics; Technology & Innovation; Product Design; Data Management; SaaS; User Interface; Big Data; Communications; Creative Services; Product Development; Program Management; Roadmap; Storage; Project Management; Customer Experience; Data Analysis; Outsourcing; IT Management; Logistics,Retail,Product Management
428,事業戦略,Platform Bb Advanced Design Hardware Development Tokyo,Sony Group Corporation,Design; Hardware Development; Software Development,Telecommunications,R&D
429,専門職,Deputy General Manager,Nidec Motor Corporation,General Manager,Computers & Electronics,Management
430,担当課長,マネージャー,DENSO,,Manufacturing,
431,無し,"Product Manager, Controller",Omron,Audit; Accounting; Product; Wireless; Systems Management; Cyber Security; Information Security; Product Marketing; IT Process Management; Development & Architecture; Engineering; Software Development; Pre Sales; Global Sales; Manufacturing; SCADA; Electrical Engineering; Integration Management; Sales Engineering; Technology & Innovation; Civil Engineering; Communications; Security Management; Solutions Marketing; Product Development; Biomedicine; Control Engineering; Web Management,Computers & Electronics,Product Management
432,フリーランス,Software Engineer,,engineering,,
433,グローバル環境事業統括本部　企画室長,General manager,"hitachi, ltd.","General Manager; Media Marketing; Corporate Communications; Social Media; Product Marketing; Information Security; Commerce; Product; Digital Marketing; Research; Branding; Corporate Development; Brand Marketing; eCommerce; Software Development; HRIT; Brand Management; Digital Technology; Marketing Research; Communications; Market Development; Social Media Marketing; Governance, Risk and Compliance; Integrated Marketing; Brand Development; Project Management; Marketing Management",Computers & Electronics,Management
434,なし,"Deputy General Manager, Information Planning Sect Information Business System Dept",Yusen Logistics (Americas) Inc.,Systems Management; Business & Technology Solutions; General Manager,Transportation & Storage,Management
435,室長,Manager of Corporate IT,"mitsui & co., ltd.",Enterprise IT,Manufacturing,Information Technology
436,アナリスト,Senior Director,Gartner For Marketers,,Business Services,
437,大学院担当教授,Associate Professor,"Research Institute of Electrical Communication, Tohoku University",Education,Business Services,
438,システム管理,Manager,Kubota Corporation,,Manufacturing,
439,マネージャー,Network Engineer,Rakuten,Engineering; Network Engineering; Software Development; Network Management; Social Media; Media Technologies,Retail,Information Technology
440,製剤技術室　主席部員,Associate Director,takeda pharmaceutical,Systems Management; Change Management; Change Control; Customer Support; Technology & Innovation; Production; Investigation; IT Systems; Manufacturing; IT Support,"Healthcare, Pharmaceuticals, & Biotech",
441,開発管理担当 プラント付 専任部長,General Manager,Komori Corporation,General Manager; Product Development; Software Development; Product; Corporate Development,Manufacturing,Management
442,課長,Sales person,Nikon,,Computers & Electronics,Sales
443,プランニングディレクター,Planning Director,ADK (WPP Company),Marketing Strategy; Media Marketing; Media Management; Customer Service; Marketing Solutions; Commerce; Product; Digital Marketing; Product Development; eCommerce; Software Development; Solutions Development; Digital Technology; Data Analysis; Healthcare; Sales Planning; CRM,Business Services,
444,管理職,Deputy Manager,Mitsubishi Heavy Industries,,Manufacturing,
445,社員,社員,Yamaha Music Europe GmbH - Branch Italy,,Retail,
446,本部長,Country Chief Information Officer,standard chartered bank,Data Management; IT Management; Team Management; Business Strategy; Hardware Development; Systems Management; Customer Service; Strategy Development; Backup and Recovery; Disaster Management; Systems Architecture & Development; Information Security; Vendor Management; Troubleshooting; Data Center; Service Management; Risk Management; Corporate Development; Requirements Management; Software Development; Systems Analysis; Agile; Information Technology and Services; Change Management; Business Intelligence; Integration Management; Dev Ops; Disaster Recovery; Security Management; IT Operations; Development Lifecycle; IT Strategy; Information Security Management; Program Management; Customer Experience; Project Management; Service Delivery; Quality Assurance; Business Continuity,Financial Services,Information Technology
447,シニアエンジニア,engineer,Ricoh Global,,Consumer Durables & Apparel,R&D
448,エンジニア,"Senior Sales Director, Businese Promotion Office",NTT West,,Telecommunications,Sales
449,企画,Product Manager,EIZO,Product,Computers & Electronics,Product Management
450,マネージャー,Leader of SRE Team,Studist Corporation,,Business Services,
451,担当部長,担当部長,"hitachi, ltd.",Cloud Computing; Cloud Infrastructure,Computers & Electronics,
452,総務部,General Manager,Mori Trust Co. Ltd.,General Manager,Financial Services,Management
453,従業員,従業員,"mitsubishi heavy industries, ltd.",,Manufacturing,
454,ネットワーククラウド事業本部,スペシャリスト,Plala,,Software & Services,
455,マーケティング,Product Manager,Startup Olympus Incubator,Product,Financial Services,Product Management
456,開発IT支援部 ゲームインフラセクション,"Senior Manager, Accounting",SEGA,Accounting; Financial Reporting; Risk Analysis; Budget Management; Revenue Management; Senior Management; Reporting; Risk Management,Consumer Services,Finance
457,Healthtech/SUM統括ディレクター,"Director, Healthtech/SUM",メドピア株式会社,Medicine; Technology & Innovation,,
458,会社員,Core Network Standardization Specialist,ntt,Network Infrastructure; Network Management; Mobile,Telecommunications,Information Technology
459,品質保証,Consultant/Marketing Manager,AlphaTec Solutions,,Software & Internet,Marketing
460,事務局長,Head of Production Engineering,"Tokyo Broadcasting System Television, Inc.",Engineering; Production; Production Management; Production Engineering,Media & Entertainment,Product Management
461,シニア・デジタル・エキスパート,digital technology senior expert,Yamaha Motor,Technology & Innovation; Digital Technology,Manufacturing,Information Technology
462,マネージャー,Manager of Bankig Solution Sales,IBM,Solutions Selling; Enterprise Architecture; Customer Service; Integration Management; IT Delivery; Civil Engineering; Development & Architecture; Service Management; IT Strategy; Requirements Management; Program Management; Customer Experience; Project Management; Solutions Development; Service Delivery; Outsourcing; Information Technology and Services,Software & Internet,Sales
463,社員,Senior Manager,NTT DATA,,Software & Internet,
464,なし,Musashino-Shi,Yokogawa,,Software & Services,
465,次長,Depty General Manager,Jamco Inc,General Manager; Customer Success; Network Management; Data Management; Training and Development,Wholesale & Distribution,Management
466,上記以外,President,Hakuhodo Inc.,President; Construction; Customer Service; Public Relations; Network Management; Marketing Solutions; Communications; Lead Management; B2B Sales; Cloud Infrastructure; B2B Marketing; B2B; Software Development; Cloud Computing; Lead Generation; Customer Experience; Digital Technology; Real Estate; Account Management; Customer Solutions; Manufacturing; Web Services; Demand Generation,Business Services,Management
467,一般社員,Account Development Representative,Siemens,Account Development; Software Development; Account Management; Acquisitions; Cloud Security; Network Management; Information Security; Product; Security Management; Sales Promotion; Cloud Computing; Digital Technology; Advertising; Security Systems,Manufacturing,Sales
468,総務グループ,Assistant Manager,Shaner Insurance Group,,Financial Services,
469,専任講師,Lecturer,,Education; Learning; Content Management; Coaching; Journalism; eLearning; Creative Services,,
470,部長 グループＩＴ戦略部,IT Manager,Solize Corporation,IT Management,Manufacturing,Information Technology
471,専門職契約社員,Director,（株）大豊,,,
472,エンジニア,Reservoir Engineer,"Idemitsu Kosan Co.,Ltd.",Engineering; Software Development; Network Management; Digital Technology; Production; Simulation Software,Energy & Utilities,R&D
473,一般社員,Ajudante geral,Industria Textil Tsuzuki Ltda,,Manufacturing,
474,マネジャー,Manager,Avanade,,Software & Services,
475,金属・資源・リサイクル本部　鉱産部　セラミックス課,Sojitz Corporation - manager,Sojitz Corporation,,Manufacturing,
476,プロデューサー,Digital Producer＆XR team leader,Hakuhodo Inc.,Digital Technology; Systems Management; Online Marketing Campaigns; Content Management Systems; Technology & Innovation; Materials; Product; Digital Marketing; Corporate Development; Engineering; Software Development; Content Management; Unity; Campaign Marketing; Employment; Distribution; Production; Marketing Operations; Healthcare; Advertising; Partner; Graphic Design; Web Management,Business Services,
477,商品設計,"Management Office, Product Development, Mobile Communications Business Group",Sony,Product Development; Software Development; Communications; Product; Mobile,Media & Entertainment,Product Management
478,チーフ,チーフ,Quick,,Business Services,
479,コンサルティング,"CMMI High Maturity Lead Appraiser, Director,",Accenture,Acquisitions; Systems Management; Business Process Management; Trading and Securities; Integration Management; Portfolio Management; Systems Architecture & Development; IT Process Management; Process Improvement; Training and Development; Product Development; Software Development; Application Management; Project Management; Supplier Management; Agile; Supply Chain Management; IT Management; Engineering Services,Business Services,
480,担当,"Associate Manager, Information Technology Solution Support Group Engineering Support Department","hitachi, ltd.",Engineering; Customer Support; Technology & Innovation; IT Solutions; IT Support; IT Management,Computers & Electronics,Information Technology
481,インフラエンジニア,IT Engineer,,,,Information Technology
482,参事,"Toshiba, Chief Specialist",Toshiba,,Independent Power and Renewable Electricity Producers,Management
483,代表取締役社長,Assistant Manager,omron group,,Computers & Electronics,
484,技術職,Vice Section Manager,Rakuten,Program Management,Retail,
485,エンジニア,IT Consultant,DXC Technology,IT Consulting,Software & Internet,Information Technology
486,一般社員,Account Development Dept / General Producer,ADK,Account Development; Software Development; Account Management; Event Management; Advertising,Business Services,Sales
487,担当部長,Senior Vice President,"hitachi, ltd.",President,Computers & Electronics,Management
488,助教授,Assistant Professor,Japan Aerospace Exploration Agency,Education,Manufacturing,
489,課長,Project Manager,DENSO,Project Management,Manufacturing,Product Management
490,ビジネスシステムズマネージャー,Business system manager,Quraz,Systems Management; Business & Technology Solutions; Water; Product Development; Software Development; Customer Service; Project Management; Systems Architecture & Development; Agile; Threat Management; CRM,Transportation & Storage,Information Technology
491,データエンジニア,Engineer,,engineering,,
492,自動車製造,Project Advisor Pe Stamping,Toyota Motor Corporation,,Manufacturing,
493,プロジェクトマネジメントスペシャリスト,Business Analyst,En World Group,Business Intelligence,Business Services,Business Development
494,設計開発,Member of Technical Leaders,ローム（株）,,Business Services,
495,部長,Project Manager,Aucfan,,Software & Internet,
496,インフラエンジニア インフラ統括マネージャー,General Manager of Infrastructure Division,Cygames,Infrastructure Management; General Manager,Media & Entertainment,Management
497,課長代理,Sumitomo Corporation,Sumitomo Corporation,Project Management; HRIS,Agriculture & Mining,Legal
498,事務,Section Manager,"hitachi, ltd.",Program Management,Computers & Electronics,
499,会社員,Director of System Engineering,hitachi america,Systems Management; Engineering; Systems Architecture & Development; Hardware Development; Technology & Innovation; Data Management; Big Data; User Experience; Product; Quality Management; Mergers; Simulation Software; Benefits; Machine Learning; Corporate Development; Program Development; Software Development; Storage; Project Management; Customer Experience; Digital Technology; UX/UI; Electrical Engineering,Computers & Electronics,Information Technology
500,社員 社員,Developer,Daitec Co. Ltd.,engineering,Business Services,
501,earwgtrqweg,,,,,
502,##%#tgr,,,,,
503,AWSDVG,,,,,
504,567890,,,,,
505,????????????,,,,,
506,&%#&^^,,,,,
507,3456789,,,,,
508,$%*)$@,,,,,
509,??????,,,,,
510,<>><$#%RGF,,,,,
511,😊😂😂🤣🤣🤣🤣🤣,,,,,
512,�💕🎶😉😉,,,,,
513,34567,,,,,
514,🎶🎶👌🤷‍♀️,,,,,
515,�😒,,,,,
516,😂🤷‍♀️👌😍😘,,,,,
517,🎶💕🤦‍♀️😖,,,,,
518,👌,,,,,
519,''''''''''',,,,,
520,%^&*H,,,,,
